name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_semantic-HARQ,decision_refine,decision_accept
full-open_dinov3_torch_power_fullopen_login_seed0_login_20260617204855,full-open,0,20000,3320,1280,4,0.8660506162458126,0.9602409638554217,0.2,0.03975903614457832,0.1256024096385542,4.256626506024096,0.00039902239513192676,7.490167491855676e-05,4.2838202469845585,0.13043478260869565,0.0,0.9242964492506812,0.4088541666666667,0.7206266318537861,3212,53,45,10
