name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_semantic-HARQ,decision_refine
resource-open_dinov3_vitb16_seed1_605094,resource-open,1,20000,384,384,4,0.4227515944755988,0.09375,0.0,0.90625,0.7239583333333334,0.7265625,0.0,0.0005356031857032771,1.1947136206378035,0.2608695652173913,0.0,0.5,1.0,0.0,105,263,16
