name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_semantic-HARQ,decision_accept,decision_refine
channel-open_dinov3_vitb16_strict_seed1_605112,channel-open,1,20000,384,384,4,0.23184893201612145,0.057291666666666664,0.0,0.9427083333333334,0.8828125,0.890625,0.223963133640553,0.0003148837865219617,0.5586110205763389,0.13043478260869565,0.0,0.5,1.0,0.0,42,74,243,25
