name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_fallback,decision_refine
full-open_dinov3_torch_selective_login_seed0_login_20260617221622,full-open,0,20000,3320,1280,4,0.8095385211415725,0.9503012048192772,0.0,0.04969879518072284,0.13765060240963856,4.4313253012048195,0.0,7.71503403356116e-05,3.353976613946485,0.0,0.0,0.9705217380506358,0.23697916666666666,0.7461029254751227,591,2684,45
