name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept,decision_refine,decision_semantic-HARQ
task-open_dinov3_vitb16_singleton_seed1_605103,task-open,1,20000,1428,384,4,0.6753081805462818,0.7058823529411765,0.0,0.2941176470588235,0.18137254901960784,0.18347338935574228,0.07474226804123711,0.00027675430537530543,1.785405115430316,0.15730337078651685,0.0,1.0,0.0,0.8122866894197952,1168,232,12,16
