name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept
channel-open_604385,channel-open,0,512,384,256,4,1.064226858939528,0.8359375,0.8359375,0.1640625,0.84375,5.044270833333333,0.0546875,0.0016302494775421658,1.9156083460911444,0.0,0.0,0.5,1.0,0.0,384
