name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept
smoke_train_604543,closed-id,0,16,16,16,2,1.2935199730824731,0.875,0.875,0.125,0.625,4.1875,0.041666666666666664,0.04755588136332623,2.328335951548452,0.0,0.0,0.5,1.0,0.0,16
