name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept,decision_semantic-HARQ,decision_refine,decision_fallback
full-open_dinov3_vitb16_calrisk_seed0_605097,full-open,0,20000,4344,384,4,4.013521999153461,0.9767495395948435,0.974153528043422,0.023250460405156548,0.11924493554327809,5.287753222836096,0.007949757532395262,0.0005212163161375198,8.22587225204062,0.0,0.0,0.5576250789141414,0.9453125,0.6552511415525113,3869,89,89,297
