name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept,decision_refine
resource-open_dinov3_vitb16_ablate_no_harq_seed0_605215,resource-open,0,20000,384,384,4,0.3776677325465516,0.059895833333333336,0.0,0.9401041666666666,0.7395833333333334,0.7421875,0.1419047619047619,0.0005785351295137115,0.7801199100414664,0.043478260869565216,0.0,0.5,1.0,0.0,99,149,136
