name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_accept,decision_fallback
full-open_dinov3_vitb16_singleton_seed0_605103,full-open,0,20000,4344,384,4,0.8332615420812606,0.9762891344383057,1.0,0.023710865561694328,0.11924493554327809,5.374539594843462,0.0,0.00010815538622344954,2.3329404988720444,0.0,0.0,0.9715047611531986,0.16145833333333334,0.7084148727984345,635,5,3704
