name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept,decision_refine,decision_semantic-HARQ,decision_fallback
full-open_dinov3_vitb16_ablate_no_conformal_seed0_605215,full-open,0,20000,4344,384,4,1.2312685845671891,0.9735267034990792,0.8762626262626263,0.026473296500920784,0.02647329650092081,1.0,0.001853953840332955,9.327792307327191e-05,4.885959452294937,0.0,0.0,0.9683100536616162,0.20572916666666666,0.7084148727984345,396,71,153,3724
