name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept,decision_semantic-HARQ,decision_refine
resource-open_dinov3_vitb16_calrisk_seed0_605097,resource-open,0,20000,384,384,4,0.42903917021573906,0.0546875,0.0038910505836575876,0.9453125,0.7161458333333334,0.71875,0.24639076034648702,0.0006405481788828574,0.9365120637365373,0.043478260869565216,0.0,0.5,1.0,0.0,108,257,14,5
