name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_refine,decision_semantic-HARQ
channel-open_dinov3_vitb16_seed0_605094,channel-open,0,20000,384,384,4,0.26384755937527143,0.07552083333333333,0.0,0.9244791666666666,0.859375,0.8723958333333334,0.0,0.00032243377657982395,0.7600733598461541,0.13043478260869565,0.0,0.5,1.0,0.0,49,35,300
