name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_refine,decision_fallback,decision_accept,decision_semantic-HARQ
source-open_clip_full_604990,source-open,0,20000,1204,640,4,1.0551494266492922,0.8471760797342193,0.9117647058823529,0.15282392026578073,0.08637873754152824,0.6910299003322259,0.0010645848119233499,0.0004638427231621623,2.9947314125797586,0.14666666666666667,0.0,0.5,1.0,0.0,422,372,34,376
