name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_refine,decision_fallback
local_fullopen_repetition_check,full-open,0,128,128,128,2,0.7067395678640132,0.90625,0.0,0.09375,0.46875,5.203125,0.0,0.0015846178651659488,2.849043882951803,0.0,0.0,0.553921568627451,0.9558823529411765,0.5322580645161291,120,7,1
