name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept,decision_refine
closed-id_dinov3_vitb16_ablate_no_harq_seed0_605215,closed-id,0,20000,384,384,4,0.4865393808336056,0.06770833333333333,0.0,0.9322916666666666,0.6614583333333334,0.6614583333333334,0.1415929203539823,0.0007453115515220659,1.0468198865747982,0.13043478260869565,0.0,0.5,1.0,0.0,130,144,110
