name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept
class-open_dinov3_vitb16_ablate_no_detector_seed0_605215,class-open,0,20000,3648,384,4,0.919343963544193,0.9018640350877193,0.17532467532467533,0.09813596491228072,0.06962719298245613,0.08442982456140351,0.033438651922064244,0.0001482430281772854,2.498559153553312,0.013215859030837005,0.0,0.5,1.0,0.9444444444444444,3340,308
