name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_refine,decision_fallback,decision_accept
full-open_dinov3_vitb16_ablate_no_harq_seed0_605215,full-open,0,20000,4344,384,4,0.8338829230192026,0.9744475138121547,1.0,0.025552486187845336,0.12177716390423572,5.193139963167588,0.0,6.398733295113587e-05,3.234559680679918,0.0,0.0,0.9676182396885522,0.2109375,0.7084148727984345,625,3718,1
