name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_accept,decision_refine,decision_fallback
full-open_dinov3_vitb16_seed1_605094,full-open,1,20000,4344,384,4,1.1294678880803668,0.9723756906077348,0.9514824797843666,0.027624309392265234,0.11740331491712708,5.28268876611418,0.001457844010690856,0.0001225710691583515,3.1627700930447693,0.0,0.0,0.5823396727693603,0.9244791666666666,0.6594911937377691,3300,371,309,364
