name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_semantic-HARQ,decision_accept,decision_refine
full-open_dinov3_torch_power_strict_login_seed1_login_20260617205224,full-open,1,20000,3320,1280,4,0.8633582433183428,0.9605421686746988,0.7,0.03945783132530123,0.12620481927710844,4.318975903614458,0.00015012760846719713,7.484359094259831e-05,4.262181207225192,0.00966183574879227,0.0,0.9117262006130791,0.4583333333333333,0.7184508268059182,3265,31,10,14
