name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_fallback,decision_refine,decision_accept
full-open_dinov3_torch_mlp_conf80_login_seed2_login_20260617204446,full-open,2,20000,3320,1280,4,0.8406447399178455,0.9587349397590361,0.0,0.04126506024096388,0.13373493975903614,4.721385542168675,4.034047359716003e-05,7.234775505984298e-05,3.791510342027054,0.19806763285024154,0.0,0.8069022834355132,0.6145833333333334,0.7001740644038295,1624,1127,568,1
