name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept,decision_semantic-HARQ
full-open_full_604559,full-open,0,20000,4344,640,4,3.9245087575824997,0.9785911602209945,0.97578125,0.02140883977900554,0.12062615101289134,5.394567219152854,0.007136279926335175,0.0005138944004796215,7.519445509003831,0.0,0.0,0.5550155549657938,0.9565972222222222,0.6454545454545455,3840,504
