name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept
task-open_full_604559,task-open,0,20000,1300,640,4,3.2215060906440285,0.8969230769230769,0.8969230769230769,0.10307692307692307,0.6,5.6523076923076925,0.03435897435897436,0.0014576950636398178,5.798710963159234,0.0,0.0,0.5,1.0,0.0,1300
