name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_refine,decision_fallback,decision_accept
full-open_dinov3_vitb16_strict_seed1_605112,full-open,1,20000,4344,384,4,0.8300117174983621,0.9730662983425414,0.75,0.026933701657458564,0.11970534069981584,5.376381215469613,0.0002175805047867711,0.00010823933824947166,2.33607027174906,0.0,0.0,0.9679779566498317,0.21354166666666666,0.7084148727984345,496,119,3721,8
