name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept
class-open_604385,class-open,0,512,512,256,4,5.059500000000001,1.0,1.0,0.0,0.0,5.291015625,0.0,0.0058128446691176,9.107099999999923,0.0,0.0,0.5,0.0,0.6666666666666666,512
