name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept,decision_refine
class-open_dinov3_vitb16_ablate_no_harq_seed0_605215,class-open,0,20000,3648,384,4,0.8603856302108596,0.9018640350877193,0.0,0.09813596491228072,0.06962719298245613,0.07264254385964912,0.019072847682119205,0.0001387360729829263,2.349173528276363,0.013215859030837005,0.0,0.9931935827716504,0.028645833333333332,0.7169811320754718,3389,144,115
