name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_refine,decision_semantic-HARQ,decision_accept
full-open_dinov3_torch_power_fallback_login_seed2_login_20260617205745,full-open,2,20000,3320,1280,4,0.8360151648832262,0.9385542168674699,0.25,0.06144578313253013,0.1358433734939759,4.2828313253012045,0.0002918855808523059,7.23352943874736e-05,4.134246077425544,0.03864734299516908,0.0,0.9370307887715713,0.3411458333333333,0.7210617928633594,3188,75,53,4
