name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept,decision_refine,decision_semantic-HARQ
source-open_dinov3_vitb16_ablate_fixed_scheduler_seed0_605215,source-open,0,20000,1588,384,4,0.9356584199745704,0.6246851385390428,0.0,0.37531486146095716,0.04093198992443325,0.04093198992443325,0.010832559579077685,0.000578817457454111,1.872495251057421,0.1111111111111111,0.0,1.0,0.0,0.7947947947947948,1523,35,10,20
