name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_fallback,decision_refine
full-open_dinov3_torch_selective_confirm2_login_seed0_login_20260617222736,full-open,0,20000,3320,1280,4,0.8179476038717932,0.9521084337349398,0.0,0.04789156626506019,0.13192771084337349,4.233433734939759,0.0,7.748651040846847e-05,3.38068584949661,0.057971014492753624,0.0,0.9722167525261126,0.19010416666666666,0.7382896433175763,750,1856,714
