name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept
task-open_dinov3_vitb16_ablate_no_detector_seed0_605215,task-open,0,20000,1428,384,4,0.6978134945915342,0.6939775910364145,0.019157088122605363,0.30602240896358546,0.1792717086834734,0.18277310924369747,0.0822886531661845,0.0002874499483405564,1.8292682322507061,0.1348314606741573,0.0,0.5,1.0,0.8446601941747572,1167,261
