name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_fallback,decision_refine
full-open_dinov3_torch_selective_confirm_login_seed1_login_20260617222340,full-open,1,20000,3320,1280,4,0.8151150687430411,0.9542168674698795,0.0,0.04578313253012045,0.13433734939759037,4.355722891566265,0.0,7.552606613324448e-05,3.4531907957442387,0.07246376811594203,0.0,0.967605798705722,0.22135416666666666,0.7229230100043498,880,1726,714
