name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_refine,decision_fallback
full-open_dinov3_torch_selective_confirm_loose_login_seed0_login_20260617222926,full-open,0,20000,3320,1280,4,0.8206696941572688,0.9530120481927711,0.0,0.04698795180722892,0.1322289156626506,4.293373493975904,0.0,7.605131073647195e-05,3.416655576096918,0.057971014492753624,0.0,0.9722167525261126,0.19010416666666666,0.7223672758920799,1120,1004,1196
