name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_refine,decision_fallback
full-open_dinov3_unknown_fullopen_login_seed0_login_20260617203153,full-open,0,20000,3320,1280,4,0.8162761206996892,0.9683734939759037,0.0,0.031626506024096335,0.13855421686746988,5.040963855421687,0.0,7.427782162060961e-05,3.4777788335232245,0.0,0.0,0.7018273515554042,0.7682291666666666,0.6827676240208878,1194,1020,1106
