name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept
source-open_dinov3_vitb16_ablate_no_detector_seed0_605215,source-open,0,20000,1588,384,4,0.714549349358996,0.6196473551637279,0.00392156862745098,0.38035264483627207,0.15994962216624686,0.1605793450881612,0.07413893753648569,0.0002646871200766796,1.8882461521726528,0.1111111111111111,0.0,0.5,1.0,0.8624641833810888,1333,255
