name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_refine,decision_fallback
full-open_dinov3_unknown_fullopen_login_seed2_login_20260617203153,full-open,2,20000,3320,1280,4,0.8063717473159818,0.9686746987951808,0.0,0.031325301204819245,0.14367469879518072,5.150903614457832,0.0,7.394174932978605e-05,3.41056387825633,0.0,0.0,0.7198418696071753,0.7421875,0.6936466492602263,1129,1008,1183
