name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_accept,decision_refine,decision_fallback
full-open_dinov3_torch_selective_fbtrain_login_seed0_login_20260617222014,full-open,0,20000,3320,1280,4,0.832100309490452,0.9539156626506025,0.7272727272727273,0.04608433734939754,0.1256024096385542,3.9286144578313253,0.00022291573785109228,8.105794257371311e-05,3.3326619925585965,0.06763285024154589,0.0,0.9683641646798365,0.21354166666666666,0.7485080988917305,583,11,1148,1578
