name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_semantic-HARQ,decision_refine
class-open_dinov3_vitb16_seed2_605094,class-open,2,20000,3648,384,4,0.8611905443675778,0.90625,0.0,0.09375,0.06990131578947369,0.0849780701754386,0.0,0.0001355330486406627,2.413930315892571,0.022026431718061675,0.0,0.8826928232230392,0.2760416666666667,0.6988993710691824,3338,294,16
