name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_accept,decision_refine,decision_fallback
full-open_clip_vitb32_3seed_seed0_605175,full-open,0,20000,4344,640,4,0.8676667127795762,0.9799723756906077,1.0,0.02002762430939231,0.11671270718232044,5.240561694290976,0.0,5.84169334666112e-05,3.5347831068278452,0.0,0.0,0.9698087647306397,0.2265625,0.7084148727984345,3320,1,788,235
