name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_refine,decision_semantic-HARQ,decision_fallback
full-open_dinov3_unknown_fullopen_login_seed1_login_20260617203153,full-open,1,20000,3320,1280,4,0.8125261494446481,0.9644578313253012,0.0,0.03554216867469884,0.14096385542168674,5.135542168674699,0.0,7.443783147310229e-05,3.45421508230776,0.0,0.0,0.6976079984105359,0.765625,0.6771105308964317,1091,1077,1152
