name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_refine,decision_accept,decision_semantic-HARQ
channel-open_dinov3_vitb16_strict_seed0_605112,channel-open,0,20000,384,384,4,0.1990463917190255,0.0703125,0.0,0.9296875,0.8932291666666666,0.9114583333333334,0.23796296296296296,0.0002721815830972578,0.476985650155849,0.13043478260869565,0.0,0.5,1.0,0.0,34,38,257,55
