name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept,decision_refine,decision_semantic-HARQ
source-open_dinov3_vitb16_domain_seed1_605099,source-open,1,20000,1588,384,4,0.7002780018111446,0.47984886649874053,0.0,0.5201511335012594,0.16435768261964737,0.16561712846347607,0.06775700934579439,0.00025820508160139856,1.862439617663268,0.21212121212121213,0.0,1.0,0.0,0.7947947947947948,1328,232,12,16
