name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_refine,decision_fallback
full-open_dinov3_unknown_noconformal_login_seed2_login_20260617203514,full-open,2,20000,3320,1280,4,1.0468825557323755,0.9686746987951808,0.0,0.031325301204819245,0.03132530120481928,1.0,0.0,9.599583290379859e-05,4.427808689034342,0.0,0.0,0.7198418696071753,0.7421875,0.6936466492602263,1129,1008,1183
