name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_semantic-HARQ,decision_accept,decision_refine
closed-id_dinov3_vitb16_ablate_no_conformal_seed0_605215,closed-id,0,20000,384,384,4,0.24974736732741784,0.028645833333333332,0.0,0.9713541666666666,0.9713541666666666,1.0,0.13676731793960922,0.0003282694102621144,0.6069381333071479,0.13043478260869565,0.0,0.5,1.0,0.0,21,204,154,5
