name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_refine,decision_fallback,decision_semantic-HARQ,decision_accept
full-open_dinov3_vitb16_repetition_seed1_605143,full-open,1,20000,4344,384,4,0.8572978829012744,0.9746777163904236,1.0,0.025322283609576446,0.11487108655616943,4.971454880294659,0.0,6.447060597114303e-05,3.438861788571525,0.0,0.0,0.9661951546717171,0.23697916666666666,0.7084148727984345,146,3714,480,4
