name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_semantic-HARQ,decision_accept,decision_refine
class-open_clip_full_604990,class-open,0,20000,3264,640,4,1.647101868872549,1.0,1.0,0.0,0.0,0.2113970588235294,0.0,0.00029192029294306367,4.444853762684911,0.0,0.0,0.5,0.0,0.6666666666666666,2574,54,464,172
