name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept,decision_refine,decision_semantic-HARQ
resource-open_dinov3_vitb16_calrisk_seed1_605097,resource-open,1,20000,384,384,4,0.4014614187244896,0.11979166666666667,0.0,0.8802083333333334,0.7265625,0.7265625,0.24271844660194175,0.0006007203631969004,0.8825878377271145,0.2608695652173913,0.0,0.5,1.0,0.0,105,250,17,12
