name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept,decision_refine
source-open_dinov3_vitb16_ablate_no_harq_seed0_605215,source-open,0,20000,1588,384,4,0.7126727750516912,0.6183879093198993,0.0,0.3816120906801007,0.15994962216624686,0.15994962216624686,0.04204379562043795,0.00026399198957315875,1.8837359609584698,0.1111111111111111,0.0,1.0,0.0,0.7947947947947948,1334,144,110
