name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept,decision_semantic-HARQ
full-open_clip_full_604990,full-open,0,20000,4344,640,4,4.5573887841525,0.9808931860036832,0.9806841982778682,0.01910681399631675,0.1171731123388582,5.208563535911602,0.006368937998772253,0.0006092114191199905,8.404731359945902,0.0,0.0,0.5368877535975466,0.953125,0.6434343434343435,4297,47
