name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_fallback,decision_accept,decision_refine
channel-open_dinov3_vitb16_ablate_no_conformal_seed0_605215,channel-open,0,20000,384,384,4,0.23446516257188788,0.08333333333333333,0.0,0.9166666666666666,0.9166666666666666,1.0,0.07775590551181102,0.00018070532760839142,0.9225959912659443,0.13043478260869565,0.0,0.5,1.0,0.0,79,42,237,26
