name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept,decision_fallback
channel-open_dinov3_vitb16_ablate_no_detector_seed0_605215,channel-open,0,20000,384,384,4,0.2785034561993877,0.07291666666666667,0.03488372093023256,0.9270833333333334,0.8645833333333334,0.8958333333333334,0.24757643549589858,0.00024175647239530184,0.8812023418808752,0.13043478260869565,0.0,0.5,1.0,0.0,344,40
