name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_semantic-HARQ,decision_refine
source-open_clip_full_604995,source-open,0,20000,1588,640,4,0.6456637087989215,0.6819899244332494,0.0,0.31801007556675065,0.241183879093199,0.7065491183879093,0.0,0.00020867577285767607,1.8493304868394849,0.13131313131313133,0.0,0.9054021317829457,0.2109375,0.7567567567567567,466,687,435
