name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,accepted_samples,correct_accepted_samples,total_bandwidth,avg_bandwidth,bandwidth_per_accepted,bandwidth_per_correct_accepted,goodput_per_bandwidth,total_resource_cost,avg_resource_cost,resource_cost_per_correct_accepted,goodput_per_resource_cost,total_power,avg_power,risk_per_joule,total_energy,avg_energy,risk_latency_product,total_latency,avg_latency,total_compute,avg_compute,total_repetitions,avg_repetitions,total_harq_refinement_rounds,avg_harq_refinement_rounds,harq_refined_sample_rate,total_harq_transmissions,avg_harq_transmissions,total_harq_full_payload_rounds,avg_harq_full_payload_rounds,harq_full_payload_sample_rate,harq_hit_max_refinements_rate,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept,decision_reject/open
channel-open_clip_full_16941513,channel-open,0,20000,384,640,4,0.3147221635616829,0.109375,0.09444444444444444,0.890625,0.8854166666666666,0.9947916666666666,0.2414814814814815,360.0,326.0,393.39999999999986,1.0244791666666664,1.0927777777777774,1.2067484662576682,0.8286731062531777,734.0550000000002,1.9116015625000005,2.2517024539877304,0.44410841149505137,400.5,1.04296875,0.0002551146302125263,1233.6499999999994,3.212630208333332,1.0184212511503838,1242.6000000000006,3.2359375000000017,399.9999999999999,1.0416666666666663,1171.0,3.0494791666666665,66.0,0.171875,0.0625,450.0,1.171875,42.0,0.109375,0.059895833333333336,0.046875,0.0,0.0,0.5,1.0,0.0,360,24
