name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept
source-open_full_604559,source-open,0,20000,1204,640,4,2.739914804030082,0.9260797342192691,0.9260797342192691,0.07392026578073085,0.9667774086378738,5.810631229235881,0.024640088593576966,0.0013386333809019104,4.931846647254092,0.0,0.0,0.5,1.0,0.0,1204
