name,regime,seed,samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept
closed-id_604374,closed-id,0,512,256,4,1.0048784822006727,0.8255208333333334,0.8255208333333334,0.17447916666666663,0.90625,5.268229166666667,0.058159722222222224,0.0015393359102338704,1.808781267961205,0.0,0.0,0.5,1.0,0.0,384
