name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_accept,decision_refine,decision_fallback
full-open_clip_vitb32_3seed_seed2_605175,full-open,2,20000,4344,640,4,0.8819847596300875,0.9737569060773481,0.9166666666666666,0.026243093922651894,0.1132596685082873,4.886510128913444,2.7344818156959256e-05,5.9104356483839e-05,3.584585849739686,0.0,0.0,0.9693162089646464,0.15364583333333334,0.7084148727984345,3490,12,660,182
