name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept,decision_semantic-HARQ,decision_refine
task-open_dinov3_vitb16_calrisk_seed0_605097,task-open,0,20000,1428,384,4,0.6883028755861619,0.696078431372549,0.0,0.303921568627451,0.1792717086834734,0.1792717086834734,0.07791371538956858,0.00028254294798496065,1.8149409297844494,0.1348314606741573,0.0,0.9970316491060025,0.020833333333333332,0.8122866894197952,1172,242,8,6
