name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept,decision_refine,decision_semantic-HARQ
channel-open_dinov3_vitb16_calrisk_seed1_605097,channel-open,1,20000,384,384,4,0.2002912360577409,0.046875,0.0029411764705882353,0.953125,0.9140625,0.9244791666666666,0.30818181818181817,0.00029791943486202644,0.4079890751155315,0.13043478260869565,0.0,0.5,1.0,0.0,29,340,12,3
