name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_semantic-HARQ,decision_refine
channel-open_dinov3_vitb16_seed1_605094,channel-open,1,20000,384,384,4,0.2665552369430704,0.06510416666666667,0.0,0.9348958333333334,0.8802083333333334,0.8984375,0.0,0.00032297980969716325,0.7741208339554947,0.13043478260869565,0.0,0.5,1.0,0.0,39,305,40
