name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_fallback,decision_accept,decision_semantic-HARQ,decision_refine
class-open_dinov3_vitb16_singleton_seed0_605103,class-open,0,20000,3648,384,4,0.8620787063159644,0.9015899122807017,0.004149377593360996,0.09841008771929827,0.06962719298245613,0.07182017543859649,0.031804929764113435,0.0001387741192698155,2.3597041431050854,0.013215859030837005,0.0,0.9939523335375817,0.03125,0.7169811320754718,3392,241,9,6
