name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_refine,decision_fallback
full-open_dinov3_torch_selective_login_seed1_login_20260617221622,full-open,1,20000,3320,1280,4,0.8141422553798101,0.9503012048192772,0.0,0.04969879518072284,0.13373493975903614,4.396987951807229,0.0,7.831302956712294e-05,3.2685849764932198,0.03864734299516908,0.0,0.967297573938465,0.22916666666666666,0.7342099590428971,823,2051,446
