name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_refine,decision_accept,decision_fallback
channel-open_clip_full_604995,channel-open,0,20000,384,640,4,0.2682702604297939,0.16145833333333334,0.011406844106463879,0.8385416666666666,0.828125,0.9296875,0.23919043238270468,0.00037557085318464623,0.614227117109045,0.043478260869565216,0.0,0.5,1.0,0.0,59,35,263,27
