name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept
task-open_604385,task-open,0,512,162,256,4,2.780913775292041,0.845679012345679,0.845679012345679,0.154320987654321,0.9876543209876543,5.932098765432099,0.051440329218107,0.010097726126695895,5.005644795525689,0.0,0.0,0.5,1.0,0.0,162
