name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,accepted_samples,correct_accepted_samples,total_bandwidth,avg_bandwidth,bandwidth_per_accepted,bandwidth_per_correct_accepted,goodput_per_bandwidth,total_resource_cost,avg_resource_cost,resource_cost_per_correct_accepted,goodput_per_resource_cost,total_power,avg_power,risk_per_joule,total_energy,avg_energy,risk_latency_product,total_latency,avg_latency,total_compute,avg_compute,total_repetitions,avg_repetitions,total_harq_refinement_rounds,avg_harq_refinement_rounds,harq_refined_sample_rate,total_harq_transmissions,avg_harq_transmissions,total_harq_full_payload_rounds,avg_harq_full_payload_rounds,harq_full_payload_sample_rate,harq_hit_max_refinements_rate,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_accept,decision_reject/open
closed-id-mimo-12db_17239730,closed-id,0,384,384,640,4,0.33470238362856547,0.08854166666666667,0.03067484662576687,0.9114583333333334,0.8229166666666666,0.8489583333333334,0.2743055555555556,326.0,316.0,384.0,1.0,1.177914110429448,1.2151898734177216,0.8229166666666666,691.2000000000002,1.8000000000000005,2.1873417721518993,0.4571759259259258,384.0,1.0,0.0002905402635664631,1152.0,3.0,1.0041071508856965,1152.0,3.0,384.0,1.0,1152.0,3.0,0.0,0.0,0.0,384.0,1.0,0.0,0.0,0.0,0.0,0.7391304347826086,0.0,0.5,1.0,0.0,326,58
