name,regime,seed,samples,evaluated_samples,calibration_samples,users,open_semantic_risk,semantic_outage,open_semantic_outage,accuracy,coverage,prediction_set_size,semantic_goodput,risk_per_joule,risk_latency_product,adaptation_harm_rate,certified_accept_rate,auroc_ood,fpr95,open_set_f1,decision_semantic-HARQ,decision_refine,decision_accept,decision_fallback
full-open_dinov3_vitb16_singleton_seed1_605103,full-open,1,20000,4344,384,4,0.825193707813589,0.9753683241252302,0.8333333333333334,0.024631675874769776,0.12154696132596685,5.380524861878453,0.00010725010725010725,0.00010716383878727455,2.309592573282375,0.0,0.0,0.9679457333754209,0.21354166666666666,0.7084148727984345,630,4,6,3704
